,fname,text
42,m.app resources sandbox,"m.app resources sandbox.   Demo Applications - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDemo ApplicationsMultichain SandboxFor a live example of how a multichain dApp can integrate with Phantom, check out our Multichain Sandbox on CodeSandbox and GitHub.The Phantom Multichain SandboxSolana-only SandboxFor a live example of a Solana-only integration, check out our Solana Sandbox on CodeSandbox and GitHub.The Phantom SandboxDeeplinking Demo AppFor a live demonstration of Phantom's deeplinking API, please review our React Native demo app on GitHub. This application can be run locally and interacted with on iOS and Android devices via Expo CLI. A connect request to Magic Eden, initiated via a deeplinkResources - PreviousFAQNext - ResourcesCommunity Guides & SDKsLast modified 2mo agoCopy linkOn this pageMultichain SandboxSolana-only SandboxDeeplinking Demo App "
43,m.app solana signing a message,"m.app solana signing a message.   Signing a Message - Phantom Developer Docs    Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSigning a MessageWhen a web application is connected to Phantom, it can also request that the user signs a given message. Applications are free to write their own messages which will be displayed to users from within Phantom's signature prompt. Message signatures do not involve network fees and are a convenient way for apps to verify ownership of an address.In order to send a message for the user to sign, a web application must: 1.Provide a hex or UTF-8 encoded string as a Uint8Array.2.Request that the encoded message is signed via the user's Phantom wallet.The handleSignMessage section of our developer sandbox provides an example of signing a message.For more information on how to verify the signature of a message, please refer to tweetnacl-js.signMessage()request()const provider = getProvider(); // see ""Detecting the Provider""const message = `To avoid digital dognappers, sign below to authenticate with CryptoCorgis`;const encodedMessage = new TextEncoder().encode(message);const signedMessage = await provider.signMessage(encodedMessage, ""utf8"");const provider = getProvider(); // see ""Detecting the Provider""const message = `To avoid digital dognappers, sign below to authenticate with CryptoCorgis`;const encodedMessage = new TextEncoder().encode(message);const signedMessage = await provider.request({ method: ""signMessage"", params: { message: encodedMessage, display: ""hex"", },});Support for ""Sign In With"" StandardsApplications that rely on signMessage for authenticating users can choose to opt-in to one of the various Sign In With (SIW) standards. You can read more about them here.Solana - PreviousSending a Versioned TransactionNext - SolanaError Messages and CodesLast modified 2mo agoCopy link "
44,m.app ethereum and polygon sending a transaction,"m.app ethereum and polygon sending a transaction.   Sending a Transaction - Phantom Developer Docs    Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSending a TransactionOnce a web application is connected to Phantom, it can prompt the user for permission to send transactions on their behalf.To send a transaction, you will need to have a valid transaction object. It should look a little like this:{ from: ""0xEA674fdDe714fd979de3EdF0F56AA9716B898ec8"", to: ""0xac03bb73b6a9e108530aff4df5077c2b3d481e5a"", gasLimit: ""21000"", maxFeePerGas: ""300"", maxPriorityFeePerGas: ""10"", nonce: ""0"", value: ""10000000000""}However, this transaction object needs to be signed using the sender's private key. This ensures that only the person that holds the private key can send transactions from the public address. To prompt Phantom to send a transaction to the network, refer to the following code snippetconst result = await provider.request({ method: 'eth_sendTransaction', params: [ { from: accounts[0], to: '0x0c54FcCd2e384b4BB6f2E405Bf5Cbc15a017AaFb', value: '0x0', gasLimit: '0x5028', gasPrice: '0x2540be400', type: '0x0', }, ],});This is the building blocks of what you will need to send a transaction. However, if you were to copy/paste this, it would likely fail. There are several pieces of a transaction that are best provided in a dynamic manner. Take a look at our sendTransaction function in our sandbox for reference.Ethereum & Polygon - PreviousEstablishing a ConnectionNext - Ethereum & PolygonSigning a MessageLast modified 6mo agoCopy link "
45,m.app developer powertools solana versioned transactions,"m.app developer powertools solana versioned transactions.   Solana Versioned Transactions - Phantom Developer Docs    Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSolana Versioned TransactionsIntroductionPhantom supports Versioned Transactions as well as Legacy Transactions. Versioned Transactions and Address Lookup Tables (LUTs) were introduced by Solana in an effort to improve the developer and end-user experience. The proposed changes are as follows:1.Introduce a program which manages on-chain address lookup tables2.Add a new transaction format which can make use of the above on-chain address lookup tablesWhy do we need the above?Legacy transactions have a major issue: Maximum allowed size of 1232 bytes, and hence the number of accounts that can fit in an atomic transaction: 35 addresses.This is problematic as developers are limited with this threshold and are unable to include >35 signature-free account / program addresses in a single transaction. This is where Address Lookup Tables (LUT) come into the picture.​Address Lookup Tables (LUTs)The idea behind Address Lookup Tables is to store account addresses in array-like data structures on-chain. Once accounts are stored in this table, the address of the table can be referenced in a transaction message using 1-byte u8 indices.This opens up space as addresses need not be stored inside transaction messages, but only be referenced. This allows 2^8=256 accounts to be included in 1 tx, as accounts are referenced using u8 indices. Here's an example of its power:RPC ChangesTransaction responses will require a new version field: maxSupportedTransactionVersion to indicate to clients which transaction structure needs to be followed for deserialisation.The following methods need to be updated to avoid errors:getTransactiongetBlockThe following parameter needs to be added to the requests:maxSupportedTransactionVersion: 0If maxSupportedTransactionVersion is not explicitly added to the request, the transaction version will fallback to legacy. Any block that contains a versioned transaction will return with an error by the client in the case of a legacy transaction.You can set this via JSON formatted requests to the RPC endpoint like below:curl http://localhost:8899 -X POST -H ""Content-Type: application/json"" -d \'{""jsonrpc"": ""2.0"", ""id"":1, ""method"": ""getBlock"", ""params"": [430, { ""encoding"":""json"", ""maxSupportedTransactionVersion"":0, ""transactionDetails"":""full"", ""rewards"":false}]}'​You can also do the same using the @solana/web3.js library.// connect to the `devnet` cluster and get the current `slot`const connection = new web3.Connection(web3.clusterApiUrl(""devnet""));const slot = await connection.getSlot();​// get the latest block (allowing for v0 transactions)const block = await connection.getBlock(slot, { maxSupportedTransactionVersion: 0,});​// get a specific transaction (allowing for v0 transactions)const getTx = await connection.getTransaction( ""3jpoANiFeVGisWRY5UP648xRXs3iQasCHABPWRWnoEjeA93nc79WrnGgpgazjq4K9m8g2NJoyKoWBV1Kx5VmtwHQ"", { maxSupportedTransactionVersion: 0, },);​Check out how to build and send Versioned Transactions and Lookup Tables on this page.​Further ReadingVersioned Transactions | Solana DocsAddress Lookup Tables | Solana DocsVersioned TransactionsAnvit Mangal's BlogDeveloper Powertools - PreviousSolana Priority FeesNext - Developer PowertoolsWallet StandardLast modified 1mo agoCopy linkOn this pageIntroductionAddress Lookup Tables (LUTs)RPC ChangesFurther Reading "
46,m.app best practices displaying your app,"m.app best practices displaying your app.   Displaying Apps within Dialogs - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDisplaying Apps within DialogsConnection and transaction approval dialog for mango.marketsWhen an app is Establishing a Connection or Sending a Transaction, Phantom will present the user with the above dialogs. In order to display the title and icon for these dialogs, Phantom will inspect the application's HTML for the following items:ValuePrimary LookupSecondary LookupFallbackTitle​Open Graph title​​Document Title Element​NoneIcon​Apple touch icon​​Favicon​A default icon​PreviousSupported Media TypesNext - ResourcesFAQLast modified 2mo agoCopy link "
47,m.app best practices tokens supported media types,"m.app best practices tokens supported media types.   Supported Media Types - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaFungiblesNFTs & Semi-FungiblesSupported Media TypesDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookSupported Media TypesSupported Media TypesPhantom supports a range of token media types, including images, audio files, video files, and 3d models. At this time, Phantom does not support HTML files. The following list includes all file types supported by Phantom:Images.jpeg.jpg.png.gif.svgVideo.mp4.mov.webm.m4v.ogv.oggAudio.mp3.wav.oga.flac3D Models.glb.gltf.gltf-binaryPreviousNFTs & Semi-FungiblesNext - Best PracticesDisplaying Apps within DialogsLast modified 3mo agoCopy link "
48,m.app best practices tokens home tab fungibles,"m.app best practices tokens home tab fungibles.   Fungibles - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaFungiblesNFTs & Semi-FungiblesSupported Media TypesDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookFungiblesDisplaying Fungible TokensPhantom prioritizes on-chain metadata that follows the Token Metadata Standard. For Fungible tokens specifically, Phantom will show the following fields:FieldDescriptionnameThe name of the token. (i.e. “USD Coin”)symbolThe symbol of the token. (i.e. ”USDC”)imageA URI pointing to the token's logo.If a Fungible token has name and symbol fields present on both its on-chain Metadata Account and off-chain JSON file (linked via the on-chain uri field), Phantom will prioritize the on-chain fields.If a Fungible token does not have an on-chain Metadata Account, Phantom will fallback to displaying data from the Solana Labs Token List. This list is considered deprecated and should not be used to host new tokens. When reading from the token list, Phantom will display the following fields:FieldDescriptionnameThe name of the token. (i.e. “USD Coin”)symbolThe symbol of the token. (i.e. ”USDC”)logoURIA URI pointing to the token's logo.extensions.coingeckoIDThe token ID as defined by the Coingecko API. Phantom uses this to fetch the price of the token.Best Practices - PreviousDisplaying Tokens on SolanaNextNFTs & Semi-FungiblesLast modified 2mo agoCopy link "
49,m.app best practices tokens collectibles nfts and semi fungibles,"m.app best practices tokens collectibles nfts and semi fungibles.   NFTs & Semi-Fungibles - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaFungiblesNFTs & Semi-FungiblesSupported Media TypesDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookNFTs & Semi-FungiblesOn Solana, NFTs are often thought of as SPL Tokens with 0 decimals and a supply of 1. According to the Token Metadata Standard, however, it is possible for a range of different tokens to have NFT-like characteristics. Phantom refers to all NFT-like tokens as collectibles and will display them separately from Fungible tokens that appear on the Home tab. Specifically, Phantom will display all FungibleAsset, NonFungible, NonFungibleEdition and ProgrammableNonFungible tokens on their own Collectibles tab.Grouping CollectiblesPhantom groups collectibles by their Certified Collections introduced in v1.1.0 of the Token Metadata Standard. In order to be grouped together, individual NFTs should all reference the same verified collection mint address. This mint address is itself home to an NFT with metadata that describes the collection (Example). Creators must ensure that this collection is verified on-chain (i.e. that verified is set to true).If no verified collection is found, Phantom will fallback to grouping NFTs by the first verified creator's address in the on-chain creators field. If two unverified items share the same creator address at the 0 index of their creators array, they will be grouped into the same collection.Naming Grouped CollectiblesWhen a group is created, a best-effort process is used to determine that group’s name. Phantom will look to these fields in the following order of preference:1.name of the verified on-chain collection NFT2.collection.name3.collection.family4.external_url (parsed to remove url parts)5.name (of a single collectible)6.symbol7.address of the first verified creator in the creators array (also used to group the collection)Displaying an Individual CollectibleWhen displaying the detail view of an individual collectible, Phantom will prioritize on-chain data in the Metadata Account over off-chain JSON linked via the uri field. This impacts both the name and symbol field which appears in both locations.Rendering Collectible MediaSupported Media TypesPhantom supports a wide-range of media types. For a full list, please refer to:Supported Media TypesSelecting MediaWhen determining what media to display for a given collectible, Phantom will search the off-chain JSON for data in the following order of preference:1.animation_url — Phantom will select the media source at the collectible's animation_url field.2.properties.files — If no animation_url is found, Phantom will choose the first file where the cdn property is set to true. Otherwise, a file will be chosen based on the media type in the following order of preference:1.image2.audio3.video4.vr or model3.image — Finally, if Phantom still cannot find media to display, it will fallback to the media source at the collectible's image field.Determining Media TypeIf a media source is found in properties.files, and that source is defined as an object, Phantom will determine the media type based on that file's type property. Under the Token Metadata Standard, file objects are defined with the following structure:FieldTypeDescriptiontypestringThe media type of the file. If selected, Phantom will use this to determine the media type (Example: ""image/png"").uristringThe uri source of the file (Example: https://asfh3uxyeoyvtkfqc7jagy3mhtsszhyubnc3wfss5ismdgtw.arweave.net/BIp90vgjs_VmosBfSA2NsPOUsnxQLRbsWUuo-kwZp2o?ext=png)cdnboolean (optional)An optional flag that dictates if the file is hosted on a cdn. If true, Phantom will select this file as the primary source file.In cases where Phantom cannot find a source from properties.files, it may fallback to a media source that is defined as a string (e.g. animation_url or image). In these cases, Phantom will look for data in the following order of preference:1.The media source uri’s ?ext= query string parameter (https://example.com/foo?ext=png)2.The media source uri’s pathname extension (https://example.com/foo.png)3.If the media source uri comes from the animation_url, Phantom will infer the media type based on the collectible's properties.category field.4.If the media source uri comes from the image field, Phantom will default to assume it is a png.If no supported media type can be determined, no media will be selected, and users may see a placeholder image instead.PreviousFungiblesNextSupported Media TypesLast modified 2mo agoCopy linkOn this pageGrouping CollectiblesNaming Grouped CollectiblesDisplaying an Individual CollectibleRendering Collectible Media "
50,m.app best practices displaying apps within the activity tab,"m.app best practices displaying apps within the activity tab.   Displaying Apps within the Activity Tab - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDisplaying Apps within the Activity TabWhen a user views their historical activity, Phantom will parse their dApp interactions and enrich them with known metadata. The following are two examples of how Phantom displays historical transactions on Magic Eden and Jupiter, respectively:An example activity row for Magic EdenAn example activity row for JupiterTo enable this, dApp developers can send an email to [email protected] with the following information:1.URL of the Website2.Display name of the dApp3.Program/Contract IDs4.Interaction names (corresponding to program IDs)Developer Powertools - PreviousWallet StandardNext - Best PracticesDisplaying Tokens on SolanaLast modified 1mo agoCopy link "
51,m.app cdn cgi l email protection#6400011201080b1401161724140c050a100b094a051414,"m.app cdn cgi l email protection#6400011201080b1401161724140c050a100b094a051414.   Email Protection | Cloudflare    Please enable cookies. Email Protection You are unable to access this email address phantom.app  The website from which you got to this page is protected by Cloudflare. Email addresses on that page have been hidden in order to keep them from being accessed by malicious bots. You must enable Javascript in your browser in order to decode the e-mail address. If you have a website and are interested in protecting it in a similar way, you can sign up for Cloudflare.  How does Cloudflare protect email addresses on website from spammers? Can I sign up for Cloudflare?   Cloudflare Ray ID: 7cf8e88af801b074 •  Your IP:  Click to reveal 34.73.5.42 • Performance & security by Cloudflare   "
52,m.app ethereum and polygon detecting the provider,"m.app ethereum and polygon detecting the provider.   Detecting the Provider - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDetecting the ProviderTo detect if a user has already installed Phantom, a web application should check for the existence of a phantom object. Phantom's browser extension and mobile in-app browser will both inject a phantom object into the window of any web application the user visits, provided that site is using https://, on localhost, or is 127.0.0.1. Phantom will not inject the provider into iframes or sites using http://.If a phantom object exists, Ethereum dApps can interact with Phantom via the API found at window.phantom.ethereum. This ethereum provider is also made available at window.ethereum but is prone to namespace collisions from other injected wallets.To detect if Phantom is installed, an application should check for an additional isPhantom flag.const isPhantomInstalled = window?.phantom?.ethereum?.isPhantomIf Phantom is not installed, we recommend you redirect your users to our website. Altogether, this may look like the following.window.phantomwindow.ethereumconst getProvider = () => { if ('phantom' in window) { const anyWindow: any = window; const provider = anyWindow.phantom?.ethereum; if (provider) { return provider; } }​ window.open('https://phantom.app/', '_blank');};const getProvider = () => { if ('ethereum' in window) { const anyWindow: any = window; const provider = anyWindow.ethereum; if (provider?.isPhantom) { return provider; } }​ window.open('https://phantom.app/', '_blank');};For an example of how a React application can detect Phantom, please refer to the getProvider function in our sandbox. Ethereum & Polygon - PreviousGetting Started with Ethereum and PolygonNext - Ethereum & PolygonEstablishing a ConnectionLast modified 1mo agoCopy link "
53,m.app solana detecting the provider,"m.app solana detecting the provider.   Detecting the Provider - Phantom Developer Docs   Phantom Developer DocsHomeDeveloper DiscordChangelogTwitterSearch⌃KLinks👻IntroductionIntroductionDeveloper Settings🟢SolanaGetting Started With SolanaDetecting the ProviderEstablishing a ConnectionSending a Legacy TransactionSending a Versioned TransactionSigning a MessageError Messages and Codes🔷Ethereum & PolygonGetting Started with Ethereum and PolygonDetecting the ProviderEstablishing a ConnectionSending a TransactionSigning a MessageProvider API Reference⛓Phantom DeeplinksPhantom DeeplinksProvider MethodsOther MethodsHandling SessionsSpecifying RedirectsEncryptionLimitations🤝Library IntegrationsDynamicPrivyRainbowKitwagmiWeb3-OnboardWeb3-React (V8)🛠Developer PowertoolsPhantom BlocklistSign-In-With (SIW) StandardsSolana Priority FeesSolana Versioned TransactionsWallet Standard✅Best PracticesDisplaying Apps within the Activity TabDisplaying Tokens on SolanaDisplaying Apps within Dialogs🙋ResourcesFAQDemo ApplicationsCommunity Guides & SDKsLogos & AssetsPowered By GitBookDetecting the ProviderTo detect if a user has already installed Phantom, a web application should check for the existence of a phantom object. Phantom's browser extension and mobile in-app browser will both inject a phantom object into the window of any web application the user visits, provided that site is using https://, on localhost, or is 127.0.0.1. Phantom will not inject the provider into iframes or sites use http://.If a phantom object exists, Solana apps can interact with Phantom via the API found at window.phantom.solana. This solana object is also available at window.solana to support legacy integrations. To detect if Phantom is installed, an application should check for an additional isPhantom flag.const isPhantomInstalled = window.phantom?.solana?.isPhantomIf Phantom is not installed, we recommend you redirect your users to our website. Altogether, this may look like the following.const getProvider = () => { if ('phantom' in window) { const provider = window.phantom?.solana;​ if (provider?.isPhantom) { return provider; } }​ window.open('https://phantom.app/', '_blank');};For an example of how a React application can detect Phantom, please refer to the getProvider function in our sandbox. Solana - PreviousGetting Started With SolanaNext - SolanaEstablishing a ConnectionLast modified 10mo agoCopy link "
